Title,PDF,EPUB,Other Links
Raspberry Pi Pico Tips and Tricks,https://leanpub.com/s/967D585A9A4341D2963DF6C6F02E2D1D.pdf,https://leanpub.com/s/967D585A9A4341D2963DF6C6F02E2D1D.epub,https://leanpub.com/s/967D585A9A4341D2963DF6C6F02E2D1D.zip
"CI/CD Pipeline to deploy a Java Application Using GIT, Jenkins and Amazon EC2",https://leanpub.com/s/7BEAE08EB85C4C4D8BC6B868BD8715CE.pdf,https://leanpub.com/s/7BEAE08EB85C4C4D8BC6B868BD8715CE.epub,
PiMetric: Monitoring using a Raspberry Pi,https://leanpub.com/s/320B926C549440558961404C3BAD4881.pdf,https://leanpub.com/s/320B926C549440558961404C3BAD4881.epub,
Kolban's Book on the ESP32 & ESP8266,https://leanpub.com/s/FFBE60AC79634E8B8544BAE545E5D584.pdf,,
Instant Raspberry Pi,https://leanpub.com/s/6C5F5E63906E430292F6149BBE83540D.pdf,https://leanpub.com/s/6C5F5E63906E430292F6149BBE83540D.epub,
Level Up Your Debugging,https://leanpub.com/s/F0A564FA466248E1968C9B9E9FB0AB5C.pdf,https://leanpub.com/s/F0A564FA466248E1968C9B9E9FB0AB5C.epub,
Kotlin: An Illustrated Guide,https://leanpub.com/s/0A2F0E7008914E058BD963AAEDEBDAD1.pdf,,
The API Lifecycle,https://leanpub.com/s/25CE243CDE5B4DA9AB3CB9AB73A4C708.pdf,https://leanpub.com/s/25CE243CDE5B4DA9AB3CB9AB73A4C708.epub,
The Neophyte's Guide to Scala,https://leanpub.com/s/0280EDC3127E4C13A65F3F9DC6D53468.pdf,https://leanpub.com/s/0280EDC3127E4C13A65F3F9DC6D53468.epub,
Painless Vim,https://leanpub.com/s/E7C345E9FF3A42C9A900183153B3DB79.pdf,https://leanpub.com/s/E7C345E9FF3A42C9A900183153B3DB79.epub,https://leanpub.com/s/E7C345E9FF3A42C9A900183153B3DB79.zip
Learning Patterns,https://leanpub.com/s/B7D59680CC0C4B6BA5599A4B658D4CC6.pdf,https://leanpub.com/s/B7D59680CC0C4B6BA5599A4B658D4CC6.epub,
Game programming in Haskell,https://leanpub.com/s/2B96CDFD2F9443B7B4A730992E14E223.pdf,https://leanpub.com/s/2B96CDFD2F9443B7B4A730992E14E223.epub,
Aprende Machine Learning en Español,https://leanpub.com/s/B0EC8FB7F4A541ACB9E8AAB7F0516A66.pdf,https://leanpub.com/s/B0EC8FB7F4A541ACB9E8AAB7F0516A66.epub,https://leanpub.com/s/B0EC8FB7F4A541ACB9E8AAB7F0516A66.zip
Kolban's book on ESP32,https://leanpub.com/s/10E3EBBB094A436CBECE97B81A06E62C.pdf,,
Programming for Kids,https://leanpub.com/s/6B8875AB31DC49AD8776D561E0FCB9F7.pdf,https://leanpub.com/s/6B8875AB31DC49AD8776D561E0FCB9F7.epub,
Getting Started With Statistics,https://leanpub.com/s/DFE072644D484D9EA4A4A95EBEDF0B82.pdf,,https://leanpub.com/s/DFE072644D484D9EA4A4A95EBEDF0B82.zip
Cryptography for PHP Developers,https://leanpub.com/s/B222D8F3F5CE465CA7C5DE92E6811E25.pdf,https://leanpub.com/s/B222D8F3F5CE465CA7C5DE92E6811E25.epub,
The Web Matters,https://leanpub.com/s/B820520762C84F1F9381C2B01F3DD40C.pdf,https://leanpub.com/s/B820520762C84F1F9381C2B01F3DD40C.epub,
Ionic framework,https://leanpub.com/s/315DA8B9D5B446E8B308F1821F405B5E.pdf,https://leanpub.com/s/315DA8B9D5B446E8B308F1821F405B5E.epub,
React Eshop,https://leanpub.com/s/8550E2D77A854802B58D8BAC546FD0DA.pdf,https://leanpub.com/s/8550E2D77A854802B58D8BAC546FD0DA.epub,
"Whisky, Sushi, Systems & Flow",https://leanpub.com/s/3F6CF2B0CEC04AA0957ABE2E6D203DAC.pdf,https://leanpub.com/s/3F6CF2B0CEC04AA0957ABE2E6D203DAC.epub,
The Complete Guide to Managing Digital Projects,https://leanpub.com/s/2AD5C4F428674F408BC7795329B86C26.pdf,https://leanpub.com/s/2AD5C4F428674F408BC7795329B86C26.epub,
"Build, Think, & Create with Raspberry Pi in the Classroom",https://leanpub.com/s/B1C72C9B88684ED48152F08C57D39B3F.pdf,https://leanpub.com/s/B1C72C9B88684ED48152F08C57D39B3F.epub,
PHP Framework in One Weekend,https://leanpub.com/s/F5C0E9DA70FE4422A340410C2D6CB8AA.pdf,,
Learn APL on the $5 Raspberry Pi,https://leanpub.com/s/0DF589AA3BF7467491E0231B3AB56A31.pdf,https://leanpub.com/s/0DF589AA3BF7467491E0231B3AB56A31.epub,
A Practical Introduction to Modern JavaScript,https://leanpub.com/s/7216B828DCA6449F9B5D895E7B056A7C.pdf,https://leanpub.com/s/7216B828DCA6449F9B5D895E7B056A7C.epub,
The Cloud,https://leanpub.com/s/193BE48CEC914593B09C1802C5C7CD45.pdf,https://leanpub.com/s/193BE48CEC914593B09C1802C5C7CD45.epub,
Server Architecture,https://leanpub.com/s/4BAEF3141ACD44CA96FD9AEAB1A13250.pdf,,
Refactoring to Patterns - An Experiment,https://leanpub.com/s/AA00648AC5E041CF9855B1A0BEEFEC14.pdf,https://leanpub.com/s/AA00648AC5E041CF9855B1A0BEEFEC14.epub,
"JavaScript Functions, Closures, and Prototypes",https://leanpub.com/s/6DC670312ECA4ECD963B810748E3D743.pdf,https://leanpub.com/s/6DC670312ECA4ECD963B810748E3D743.epub,
So You Want To Be A Scrum Master?,https://leanpub.com/s/E94575AA242A4DB1AF6E58FBDA56FEF2.pdf,https://leanpub.com/s/E94575AA242A4DB1AF6E58FBDA56FEF2.epub,
The Beginners Guide To Node.js,https://leanpub.com/s/7E950C78DA9A408AB2B3267D49024E07.pdf,https://leanpub.com/s/7E950C78DA9A408AB2B3267D49024E07.epub,
Sales,https://leanpub.com/s/76C38EC563D944958D80404CE1FE9CEF.pdf,https://leanpub.com/s/76C38EC563D944958D80404CE1FE9CEF.epub,
Achieving a Mature Software,https://leanpub.com/s/4FB49CB5C534418281638D91591B1049.pdf,https://leanpub.com/s/4FB49CB5C534418281638D91591B1049.epub,
Exponential Happiness,https://leanpub.com/s/D02E61A2CC344F04819128FDDAEF51D0.pdf,https://leanpub.com/s/D02E61A2CC344F04819128FDDAEF51D0.epub,
Hacking of the Free,https://leanpub.com/s/80F14BB74D7443F3A48E85E1B3FDFC83.pdf,https://leanpub.com/s/80F14BB74D7443F3A48E85E1B3FDFC83.epub,
Scrum Mastery in a nutshell,https://leanpub.com/s/079A261296D14090B0EAE8B91FE2A89B.pdf,,
The Frontend Developer Resume Guide,https://leanpub.com/s/B617FEDDBEAD49FDBB47E07433577514.pdf,https://leanpub.com/s/B617FEDDBEAD49FDBB47E07433577514.epub,
Exploring Kotlin,https://leanpub.com/s/7C6CB88F472E4B279C824DE7DA6E7C5D.pdf,https://leanpub.com/s/7C6CB88F472E4B279C824DE7DA6E7C5D.epub,
Turn Pro in GraphQL,https://leanpub.com/s/D52000B055A542E0938C603C97E6CE28.pdf,https://leanpub.com/s/D52000B055A542E0938C603C97E6CE28.epub,
Beyond Blockchain: The Futurist Guide to Innovative Technologies,https://leanpub.com/s/FA491D90C3B94C97ABB7DA13911C616A.pdf,https://leanpub.com/s/FA491D90C3B94C97ABB7DA13911C616A.epub,
Object Oriented Programming with Python,https://leanpub.com/s/48E72C445D254F569A3FB7CF3AE1B1C9.pdf,https://leanpub.com/s/48E72C445D254F569A3FB7CF3AE1B1C9.epub,
Conception Control,https://leanpub.com/s/5E139DF2C6BF44EAA40C5493DF4A516F.pdf,https://leanpub.com/s/5E139DF2C6BF44EAA40C5493DF4A516F.epub,
U&I with React,https://leanpub.com/s/9EF78CA08C2F4EA5B871FDD07A406D6D.pdf,https://leanpub.com/s/9EF78CA08C2F4EA5B871FDD07A406D6D.epub,
Advanced React Patterns in the Real World,https://leanpub.com/s/7FF8ACAC0BC641229FFC1632FA48DCB3.pdf,,
Nodebots - Javascript and robotics in the real world,https://leanpub.com/s/55B71E307B2B410880A37FAC8BB9F640.pdf,https://leanpub.com/s/55B71E307B2B410880A37FAC8BB9F640.epub,
Security Tokens: The New Crypto Megatrend To Disrupt The Financial Industry Or Just Empty Hype?,https://leanpub.com/s/7D682B68815B482A92A1003E979499CD.pdf,https://leanpub.com/s/7D682B68815B482A92A1003E979499CD.epub,
GWT Responsive Web Application: Problem Solution Approach (Intro Edition),https://leanpub.com/s/BBF462D5663943648878407E985EE06D.pdf,,
Really Friendly Git Intro,https://leanpub.com/s/432860B52F144EE5B1ACAEF99865940C.pdf,https://leanpub.com/s/432860B52F144EE5B1ACAEF99865940C.epub,
Software Tools in JavaScript,https://leanpub.com/s/306D77C4126F475882096BD78E7FD31E.pdf,,
Generation Z Developers,https://leanpub.com/s/16AC35A002804E7F92B2BCB06A20383F.pdf,https://leanpub.com/s/16AC35A002804E7F92B2BCB06A20383F.epub,
Collective Photography,https://leanpub.com/s/965B5B09B6F640B58AAA85A3193673B1.pdf,https://leanpub.com/s/965B5B09B6F640B58AAA85A3193673B1.epub,https://leanpub.com/s/965B5B09B6F640B58AAA85A3193673B1.zip
10 Prosperity Exercices,https://leanpub.com/s/154453B194E142EF84387EFBC79B6318.pdf,https://leanpub.com/s/154453B194E142EF84387EFBC79B6318.epub,
Software People … Work From Home,https://leanpub.com/s/108BE4C58B5F4688B1D5EEAE72E25C26.pdf,https://leanpub.com/s/108BE4C58B5F4688B1D5EEAE72E25C26.epub,
Fast Is Better Than Perfect,https://leanpub.com/s/E8958BEBA9D84105B27A1779108F011B.pdf,,
Functional Programming for Mortals,https://leanpub.com/s/1568342890F84019809C2AAD95364BF4.pdf,https://leanpub.com/s/1568342890F84019809C2AAD95364BF4.epub,
Practical Software Architecture,https://leanpub.com/s/99D8A4358DA3462582FCFAE470BE1D6F.pdf,https://leanpub.com/s/99D8A4358DA3462582FCFAE470BE1D6F.epub,https://leanpub.com/s/99D8A4358DA3462582FCFAE470BE1D6F.zip
React from Scratch,https://leanpub.com/s/D88C215DFA034F8E83921CAF3C958FF2.pdf,https://leanpub.com/s/D88C215DFA034F8E83921CAF3C958FF2.epub,
Patrones de Diseño en Go,https://leanpub.com/s/06B1E0B1B57D41C59471483A34415FDC.pdf,https://leanpub.com/s/06B1E0B1B57D41C59471483A34415FDC.epub,
Practical Software Architecture,https://leanpub.com/s/208DAE20C94B480C9DA01F1F7BEA155C.pdf,https://leanpub.com/s/208DAE20C94B480C9DA01F1F7BEA155C.epub,https://leanpub.com/s/208DAE20C94B480C9DA01F1F7BEA155C.zip
Git Flow,https://leanpub.com/s/4D12055ABDCC4D579A65EE23ECE79144.pdf,https://leanpub.com/s/4D12055ABDCC4D579A65EE23ECE79144.epub,https://leanpub.com/s/4D12055ABDCC4D579A65EE23ECE79144.zip
"Vue, conceptos avanzados",https://leanpub.com/s/50FF9B64A58B4A67B8387BF2A540CC49.pdf,https://leanpub.com/s/50FF9B64A58B4A67B8387BF2A540CC49.epub,
Vue.js Component Patterns,https://leanpub.com/s/3C9B1E59DA074485AC98FF0C78251405.pdf,https://leanpub.com/s/3C9B1E59DA074485AC98FF0C78251405.epub,https://leanpub.com/s/3C9B1E59DA074485AC98FF0C78251405.zip
Rebuilding Laravel,https://leanpub.com/s/D25A422FB1564174A285140F49C2D275.pdf,https://leanpub.com/s/D25A422FB1564174A285140F49C2D275.epub,
Git Flow,https://leanpub.com/s/46B0B33BF2C34D3F828AE5EE3A173267.pdf,https://leanpub.com/s/46B0B33BF2C34D3F828AE5EE3A173267.epub,https://leanpub.com/s/46B0B33BF2C34D3F828AE5EE3A173267.zip
Schematics: Generating custom Angular Code with the CLI,https://leanpub.com/s/FB0E5A13DCE944DD996A9C40249E1F23.pdf,https://leanpub.com/s/FB0E5A13DCE944DD996A9C40249E1F23.epub,
Learn APL on the $5 Raspberry Pi,https://leanpub.com/s/036312EFD7384220B5C550D50A9DE9EF.pdf,https://leanpub.com/s/036312EFD7384220B5C550D50A9DE9EF.epub,
Practical Git and GitHub,https://leanpub.com/s/51D886987D2B44D59081149F9B216E1B.pdf,https://leanpub.com/s/51D886987D2B44D59081149F9B216E1B.epub,
The 6 rules to design the best user interfaces,https://leanpub.com/s/14B802B66646482B979A86435EF4A032.pdf,https://leanpub.com/s/14B802B66646482B979A86435EF4A032.epub,
Unofficial Google Cloud Certified Professional Cloud Architect Study Guide,https://leanpub.com/s/75B9A62AA5D64A6EBB8314215D159662.pdf,https://leanpub.com/s/75B9A62AA5D64A6EBB8314215D159662.epub,
Software People … Work From Home,https://leanpub.com/s/EDB7021104444503B95BCA621E21FED5.pdf,https://leanpub.com/s/EDB7021104444503B95BCA621E21FED5.epub,
CPU Mining,https://leanpub.com/s/907A28526CAD4960845911CBD22B6927.pdf,https://leanpub.com/s/907A28526CAD4960845911CBD22B6927.epub,
10 Prosperity Exercices,https://leanpub.com/s/7B821D8ADB6F45DAB1CC72D641C56824.pdf,https://leanpub.com/s/7B821D8ADB6F45DAB1CC72D641C56824.epub,
Becoming a Better Programmer,https://leanpub.com/s/578F148FD348493B8FD944FBA5EE5B20.pdf,https://leanpub.com/s/578F148FD348493B8FD944FBA5EE5B20.epub,
Refactoring Tweaks,https://leanpub.com/s/1CE909E3D8D54220A6673EDFE00D9921.pdf,,
Refactoring Tweaks - Workbook,https://leanpub.com/s/5F129B243275404BA59A1A4AEBFE7CCD.pdf,,
The Lean Launch,https://leanpub.com/s/85E2D9E61F2C4F01BEBC072DCF6565DB.pdf,https://leanpub.com/s/85E2D9E61F2C4F01BEBC072DCF6565DB.epub,
Laravel 10 Official Documentation,https://leanpub.com/s/9D3D6F1A9AE841FFB3AC7578EA56985C.pdf,https://leanpub.com/s/9D3D6F1A9AE841FFB3AC7578EA56985C.epub,
API Strategy for Open Banking,https://leanpub.com/s/65E079E28A5646DB84006244B588C3E3.pdf,https://leanpub.com/s/65E079E28A5646DB84006244B588C3E3.epub,
SOLID,https://leanpub.com/s/80625F3C1089487CBF7DD8E48AA6C6EE.pdf,https://leanpub.com/s/80625F3C1089487CBF7DD8E48AA6C6EE.epub,
Laravel Companion,https://leanpub.com/s/EC7515066CDE4B98BD27CF1440976032.pdf,https://leanpub.com/s/EC7515066CDE4B98BD27CF1440976032.epub,
Laravel - my first framework,https://leanpub.com/s/965208C46BE044AAB04CA87B14E0C3BA.pdf,https://leanpub.com/s/965208C46BE044AAB04CA87B14E0C3BA.epub,
Failing Upwards,https://leanpub.com/s/85751FCC5F1F4F2F806E725291746519.pdf,https://leanpub.com/s/85751FCC5F1F4F2F806E725291746519.epub,
Mastering the Music Business,https://leanpub.com/s/EA8B2BE96ADE40259E7678AF394B823C.pdf,,
From Illiterate to Fluent in any Language,https://leanpub.com/s/DA17005229AC4C92B359C6FD2462A581.pdf,https://leanpub.com/s/DA17005229AC4C92B359C6FD2462A581.epub,https://leanpub.com/s/DA17005229AC4C92B359C6FD2462A581.zip
Hooked On You: The Genius Way to Make Anybody Read Anything,https://leanpub.com/s/67B84856FEB1454C8B94D39D7D6B4CF7.pdf,https://leanpub.com/s/67B84856FEB1454C8B94D39D7D6B4CF7.epub,
"Make US$ 1000 per day, next year...",https://leanpub.com/s/6F309390729D4BEFBDB936B062B89AEA.pdf,https://leanpub.com/s/6F309390729D4BEFBDB936B062B89AEA.epub,
A Hacker's Guide to Git,https://leanpub.com/s/B81DC14092FB4B80A275C0FC0C4BB253.pdf,https://leanpub.com/s/B81DC14092FB4B80A275C0FC0C4BB253.epub,
Music Moves,https://leanpub.com/s/90653CD4B30C4648BD1A079A5524E7FB.pdf,https://leanpub.com/s/90653CD4B30C4648BD1A079A5524E7FB.epub,
A Primer on Design Patterns,https://leanpub.com/s/191F8857F7274676BDABFF60278EC066.pdf,https://leanpub.com/s/191F8857F7274676BDABFF60278EC066.epub,
Exploiting MVC Model Binding,https://leanpub.com/s/9AE6FAADD64A4721A178BDA8104DC941.pdf,https://leanpub.com/s/9AE6FAADD64A4721A178BDA8104DC941.epub,
The Complete Redux Book (2nd edition),https://leanpub.com/s/045738E95CFE42A784191F2D14759998.pdf,https://leanpub.com/s/045738E95CFE42A784191F2D14759998.epub,
The easiest way to learn design patterns,https://leanpub.com/s/60E386EB8C7F482EA054C88D47E4ED26.pdf,https://leanpub.com/s/60E386EB8C7F482EA054C88D47E4ED26.epub,
Marketing <for> Programmers,https://leanpub.com/s/A3877E8CF9984CFAB20CAE48209C66C4.pdf,https://leanpub.com/s/A3877E8CF9984CFAB20CAE48209C66C4.epub,
How to Do What You Love & Earn What You’re Worth as a Programmer,https://leanpub.com/s/099895F9022C450C924AF190208D1B8D.pdf,https://leanpub.com/s/099895F9022C450C924AF190208D1B8D.epub,
How to be unhappy,https://leanpub.com/s/D247C0FB810A4E99A7E2F9909CC36CF8.pdf,https://leanpub.com/s/D247C0FB810A4E99A7E2F9909CC36CF8.epub,
The Neophyte's Guide to Scala,https://leanpub.com/s/DE3B85A656C54126A7CD9101184A3718.pdf,https://leanpub.com/s/DE3B85A656C54126A7CD9101184A3718.epub,
Python Tips and Tricks: A Collection of 100 Basic & Intermediate Tips & Tricks,https://leanpub.com/s/2391DFBDADC64C78BF08EEE230FCD99E.pdf,,
Node.js Tutorial,https://leanpub.com/s/928FC0861FDA42CAAE07D8AEF730667A.pdf,https://leanpub.com/s/928FC0861FDA42CAAE07D8AEF730667A.epub,
A Practical Introduction to Modern JavaScript,https://leanpub.com/s/1BDA053F56A7433EA5B568886AFF806C.pdf,https://leanpub.com/s/1BDA053F56A7433EA5B568886AFF806C.epub,
Being agile in your personal relationships,https://leanpub.com/s/1DB94B7CE8514CF3B1357AFA813D0525.pdf,,
Web Components,https://leanpub.com/s/173B6C203DF648FBB0200C3A1773E444.pdf,https://leanpub.com/s/173B6C203DF648FBB0200C3A1773E444.epub,
Webapps in Go,https://leanpub.com/s/7811182195FA49C8ACF459B3220546D2.pdf,https://leanpub.com/s/7811182195FA49C8ACF459B3220546D2.epub,
How To Be A Tech Lead,https://leanpub.com/s/8E81052CFF81442CBA4C7334D0F45053.pdf,https://leanpub.com/s/8E81052CFF81442CBA4C7334D0F45053.epub,
Hiring Engineers,https://leanpub.com/s/2C1A56400266438EA62A54A8208EC4D7.pdf,https://leanpub.com/s/2C1A56400266438EA62A54A8208EC4D7.epub,
Aprende Machine Learning en Español,https://leanpub.com/s/AB5215EB5C794DBA84D955CCAF1F346F.pdf,https://leanpub.com/s/AB5215EB5C794DBA84D955CCAF1F346F.epub,https://leanpub.com/s/AB5215EB5C794DBA84D955CCAF1F346F.zip
Inside The Python Virtual Machine,https://leanpub.com/s/38BE642AC1AB405C85EE938EA94B2C5D.pdf,https://leanpub.com/s/38BE642AC1AB405C85EE938EA94B2C5D.epub,
Your API Is Bad,https://leanpub.com/s/1B3F8C585D434812A16C188BB86A549C.pdf,https://leanpub.com/s/1B3F8C585D434812A16C188BB86A549C.epub,
97 Things Every Programmer Should Know - Extended,https://leanpub.com/s/C3FCE7E25C3E417384F26E3D316BB6C6.pdf,https://leanpub.com/s/C3FCE7E25C3E417384F26E3D316BB6C6.epub,
Refactoring Tweaks,https://leanpub.com/s/3B6C87802B4641B68DA7E116EFD57075.pdf,,
Test-Driven Development: Extensive Tutorial,https://leanpub.com/s/F445F55E47444FB3993E53169234582A.pdf,https://leanpub.com/s/F445F55E47444FB3993E53169234582A.epub,
Practical Software Architecture,https://leanpub.com/s/A807E1F43BE14C96B44AA20D1EB7A552.pdf,https://leanpub.com/s/A807E1F43BE14C96B44AA20D1EB7A552.epub,https://leanpub.com/s/A807E1F43BE14C96B44AA20D1EB7A552.zip
The Language Learner's Handbook,https://leanpub.com/s/F44F86EB2A7644E38B63901EF5E2F4DD.pdf,https://leanpub.com/s/F44F86EB2A7644E38B63901EF5E2F4DD.epub,
"PHP: The ""Right"" Way",https://leanpub.com/s/7123822ECB3B4F31B45D8BFD3B1DC92A.pdf,https://leanpub.com/s/7123822ECB3B4F31B45D8BFD3B1DC92A.epub,
The Clean Architecture in PHP,https://leanpub.com/s/6717AB9C345A4077A9321B8FE3EBA514.pdf,https://leanpub.com/s/6717AB9C345A4077A9321B8FE3EBA514.epub,
Painless Tmux,https://leanpub.com/s/DE48F4DA8F364B77B90AC64C4C6F012F.pdf,https://leanpub.com/s/DE48F4DA8F364B77B90AC64C4C6F012F.epub,
Intermediate Python,https://leanpub.com/s/3AE4D3AFCDE642889AC6E69ECF8AA603.pdf,https://leanpub.com/s/3AE4D3AFCDE642889AC6E69ECF8AA603.epub,
Coffee Break Python Slicing,https://leanpub.com/s/B1EA35C88FC8443F8F6211DBA1B6F86F.pdf,https://leanpub.com/s/B1EA35C88FC8443F8F6211DBA1B6F86F.epub,
Kolban's Book on the Raspberry Pi,https://leanpub.com/s/68C3A516C5E645A9981DCD2D7410D9FA.pdf,https://leanpub.com/s/68C3A516C5E645A9981DCD2D7410D9FA.epub,
The Clean Architecture in PHP,https://leanpub.com/s/495F06925FF94B1E8CA831178C2D54D5.pdf,https://leanpub.com/s/495F06925FF94B1E8CA831178C2D54D5.epub,
Painless Vim,https://leanpub.com/s/A7F99C96999744318DEA10C09BFB8F15.pdf,https://leanpub.com/s/A7F99C96999744318DEA10C09BFB8F15.epub,https://leanpub.com/s/A7F99C96999744318DEA10C09BFB8F15.zip
Painless Git,https://leanpub.com/s/46D0820E3891478BACEAAEF3B9C81B63.pdf,https://leanpub.com/s/46D0820E3891478BACEAAEF3B9C81B63.epub,
Painless Tmux,https://leanpub.com/s/70DB874A5E1E45E0AB7EED631B8163AB.pdf,https://leanpub.com/s/70DB874A5E1E45E0AB7EED631B8163AB.epub,
Learning Patterns,https://leanpub.com/s/B12201A89D424572BD9C80F2B49BAEFD.pdf,https://leanpub.com/s/B12201A89D424572BD9C80F2B49BAEFD.epub,
Your Python One-Liner Superpower,https://leanpub.com/s/311E2BCBA3F848E6AC20410C5C348F9A.pdf,https://leanpub.com/s/311E2BCBA3F848E6AC20410C5C348F9A.epub,http://leanpub.com/courses/leanpub/python-one-liners
Essential TypeScript,https://leanpub.com/s/3202C512F6A9403C9EC4BBAC79131834.pdf,https://leanpub.com/s/3202C512F6A9403C9EC4BBAC79131834.epub,
The Neophyte's Guide to Scala,https://leanpub.com/s/BBCC86316EA84AC9A9C12113E28D8C11.pdf,https://leanpub.com/s/BBCC86316EA84AC9A9C12113E28D8C11.epub,
Creating dynamic dashboards with the shinydashboard R package,,,http://leanpub.com/courses/leanpub/shinydashboard
Intermediate Python,https://leanpub.com/s/7A06124164AF4F488423804486B4D006.pdf,https://leanpub.com/s/7A06124164AF4F488423804486B4D006.epub,
EcoSocial Design,https://leanpub.com/s/EB46A937699B47878E88A043AACB9B58.pdf,https://leanpub.com/s/EB46A937699B47878E88A043AACB9B58.epub,
Docker for Developers,https://leanpub.com/s/FF083183904943379F04F63586130385.pdf,https://leanpub.com/s/FF083183904943379F04F63586130385.epub,
Angular Developer Course 2019,,,http://leanpub.com/courses/leanpub/angular-developer-training
Eways to Make Money Online - Ultimate Guide,https://leanpub.com/s/C3B2A2C3D36245A0834BC523190BE7D0.pdf,,
Blockchain Thoughts and DeFi Economics,https://leanpub.com/s/90F9157812754B02B4D95177D87CFC8A.pdf,,
Angular Architecture Patterns,https://leanpub.com/s/9045DB830CE24C3D9D70290549910515.pdf,https://leanpub.com/s/9045DB830CE24C3D9D70290549910515.epub,
Being a lead software developer,https://leanpub.com/s/CAE25063433245239E9E9EEDE0BA4642.pdf,https://leanpub.com/s/CAE25063433245239E9E9EEDE0BA4642.epub,
Leaving the Rat Race with Python,https://leanpub.com/s/A6C61E0324C54545800DD2BA5ED08D55.pdf,,
The Blockchain Economy - A Primer,https://leanpub.com/s/CD0044B5700A4608A6734009F019485E.pdf,https://leanpub.com/s/CD0044B5700A4608A6734009F019485E.epub,
Leaving the Rat Race with Python,https://leanpub.com/s/5F9A62876E9B4E479D59088F152FAC35.pdf,,
The Blockchain Economy - A Primer,https://leanpub.com/s/EE2ECE67054E4690A15015F194B10FAC.pdf,https://leanpub.com/s/EE2ECE67054E4690A15015F194B10FAC.epub,
Raspberry Pi Computing: Analog Measurement,https://leanpub.com/s/9B89FF3A42844B67A222749CD0A5E039.pdf,https://leanpub.com/s/9B89FF3A42844B67A222749CD0A5E039.epub,https://leanpub.com/s/9B89FF3A42844B67A222749CD0A5E039.zip
Raspberry Pi Computing: Gas Sensors,https://leanpub.com/s/092FCFEA3DAB437B87DF9C442437E83C.pdf,https://leanpub.com/s/092FCFEA3DAB437B87DF9C442437E83C.epub,https://leanpub.com/s/092FCFEA3DAB437B87DF9C442437E83C.zip
Raspberry Pi Computing: Monitoring with Prometheus and Grafana,https://leanpub.com/s/CC831A9192DE4A3CA502A8D305F752E2.pdf,https://leanpub.com/s/CC831A9192DE4A3CA502A8D305F752E2.epub,
A Practical Introduction to Developing Web3 Apps Using Solidity and React,https://leanpub.com/s/2C3C542AE7C04E4D9458A6B01AE1E862.pdf,https://leanpub.com/s/2C3C542AE7C04E4D9458A6B01AE1E862.epub,
Raspberry Pi Computing: Temperature Measurement,https://leanpub.com/s/9DEF7884BE214D128846E160FFC18817.pdf,https://leanpub.com/s/9DEF7884BE214D128846E160FFC18817.epub,https://leanpub.com/s/9DEF7884BE214D128846E160FFC18817.zip
Raspberry Pi Computing: Ultrasonic Distance Measurement,https://leanpub.com/s/04EE19B2D6774AF590DBFA0B4F682155.pdf,https://leanpub.com/s/04EE19B2D6774AF590DBFA0B4F682155.epub,https://leanpub.com/s/04EE19B2D6774AF590DBFA0B4F682155.zip
How to Start a Startup,https://leanpub.com/s/E949DA79513D4909BFDCA90C77C3C0A4.pdf,https://leanpub.com/s/E949DA79513D4909BFDCA90C77C3C0A4.epub,
ReactJS Documentation,https://leanpub.com/s/8B6AB1FE7A2E45FE911470D8BB3CFAD6.pdf,https://leanpub.com/s/8B6AB1FE7A2E45FE911470D8BB3CFAD6.epub,
React Hooks,https://leanpub.com/s/7F2EC8DBC6974AF8A6E27C6570B5889B.pdf,https://leanpub.com/s/7F2EC8DBC6974AF8A6E27C6570B5889B.epub,
Performance Optimized React Applications,https://leanpub.com/s/43BD0E76A9C9461889959155B0F3DBEB.pdf,https://leanpub.com/s/43BD0E76A9C9461889959155B0F3DBEB.epub,
Successful Independent Consulting,https://leanpub.com/s/7B0D87A7E8FC4257811C23A407421E9C.pdf,https://leanpub.com/s/7B0D87A7E8FC4257811C23A407421E9C.epub,
10x Software Engineer,https://leanpub.com/s/4A38873F2F4E453FAD4153566F606DC4.pdf,https://leanpub.com/s/4A38873F2F4E453FAD4153566F606DC4.epub,
Getting Started with Data,https://leanpub.com/s/564B44B2A0F84611B7CFC0FEE4F7126F.pdf,https://leanpub.com/s/564B44B2A0F84611B7CFC0FEE4F7126F.epub,
Become a Better Software Architect,https://leanpub.com/s/6264D0F248E6461DA613A633E5FEE21A.pdf,https://leanpub.com/s/6264D0F248E6461DA613A633E5FEE21A.epub,
Become a Blockchain Developer with Ethereum and Solidity,https://leanpub.com/s/50D6F64C695C4922BC5BB2732A3512B7.pdf,https://leanpub.com/s/50D6F64C695C4922BC5BB2732A3512B7.epub,
Symfony 5: The Fast Track,https://leanpub.com/s/we33IB042sXRiOchMV1kew.pdf,,
